442                , 8:34:49, 12/9/2022
128                , 8:35:1, 12/9/2022
200                , 8:35:30, 12/9/2022
498                , 8:35:38, 12/9/2022
385                , 8:36:4, 12/9/2022
353                , 8:36:13, 12/9/2022
62                , 8:37:8, 12/9/2022
573                , 8:37:18, 12/9/2022
769                , 8:37:35, 12/9/2022
586                , 8:37:41, 12/9/2022
249                , 8:38:11, 12/9/2022
721                , 8:38:48, 12/9/2022
188                , 8:39:33, 12/9/2022
146                , 8:39:48, 12/9/2022
50                , 8:40:1, 12/9/2022
413                , 8:40:6, 12/9/2022
413                , 8:40:8, 12/9/2022
413                , 8:40:12, 12/9/2022
443                , 8:40:16, 12/9/2022
929                , 8:40:25, 12/9/2022
320                , 8:40:33, 12/9/2022
169                , 8:41:0, 12/9/2022
164                , 8:42:33, 12/9/2022
65                , 8:43:10, 12/9/2022
65                , 8:43:12, 12/9/2022
721                , 8:43:42, 12/9/2022
721                , 8:43:52, 12/9/2022
308                , 8:44:6, 12/9/2022
241                , 8:44:13, 12/9/2022
725                , 8:44:32, 12/9/2022
26                , 8:44:53, 12/9/2022
741                , 8:45:39, 12/9/2022
170                , 8:46:29, 12/9/2022
132                , 8:46:34, 12/9/2022
781                , 8:46:40, 12/9/2022
415                , 8:46:48, 12/9/2022
414                , 8:47:21, 12/9/2022
384                , 8:47:35, 12/9/2022
721                , 8:47:38, 12/9/2022
277                , 8:47:45, 12/9/2022
386                , 8:48:10, 12/9/2022
131                , 8:48:41, 12/9/2022
585                , 8:49:4, 12/9/2022
303                , 8:49:55, 12/9/2022
118                , 8:50:0, 12/9/2022
118                , 8:50:2, 12/9/2022
946                , 8:50:21, 12/9/2022
893                , 8:50:26, 12/9/2022
41                , 8:51:23, 12/9/2022
41                , 8:51:25, 12/9/2022
119                , 8:51:41, 12/9/2022
894                , 8:52:12, 12/9/2022
513                , 8:52:58, 12/9/2022
956                , 8:53:10, 12/9/2022
658                , 8:53:35, 12/9/2022
86                , 8:53:43, 12/9/2022
152                , 8:53:48, 12/9/2022
769                , 8:54:5, 12/9/2022
769                , 8:54:7, 12/9/2022
641                , 8:54:16, 12/9/2022
560                , 8:54:31, 12/9/2022
560                , 8:54:34, 12/9/2022
30                , 8:54:51, 12/9/2022
293                , 8:55:1, 12/9/2022
356                , 8:55:10, 12/9/2022
213                , 8:55:28, 12/9/2022
721                , 8:55:59, 12/9/2022
181                , 8:56:13, 12/9/2022
508                , 8:57:13, 12/9/2022
543                , 8:57:17, 12/9/2022
140                , 8:57:23, 12/9/2022
386                , 8:58:1, 12/9/2022
556                , 8:58:12, 12/9/2022
116                , 8:59:8, 12/9/2022
581                , 8:59:28, 12/9/2022
512                , 8:59:39, 12/9/2022
321                , 8:59:46, 12/9/2022
758                , 9:0:0, 12/9/2022
753                , 9:0:12, 12/9/2022
864                , 9:0:23, 12/9/2022
564                , 9:1:0, 12/9/2022
514                , 9:1:34, 12/9/2022
89                , 9:2:11, 12/9/2022
402                , 9:2:23, 12/9/2022
540                , 9:2:35, 12/9/2022
540                , 9:2:37, 12/9/2022
523                , 9:2:40, 12/9/2022
740                , 9:2:44, 12/9/2022
53                , 9:2:48, 12/9/2022
572                , 9:2:56, 12/9/2022
541                , 9:3:9, 12/9/2022
593                , 9:3:34, 12/9/2022
17                , 9:4:29, 12/9/2022
32                , 9:4:42, 12/9/2022
267                , 9:4:50, 12/9/2022
516                , 9:5:0, 12/9/2022
643                , 9:5:36, 12/9/2022
66                , 9:5:42, 12/9/2022
282                , 9:6:0, 12/9/2022
45                , 9:6:7, 12/9/2022
229                , 9:6:17, 12/9/2022
721                , 9:6:33, 12/9/2022
721                , 9:6:50, 12/9/2022
371                , 9:7:36, 12/9/2022
143                , 9:8:11, 12/9/2022
438                , 9:8:17, 12/9/2022
747                , 9:9:23, 12/9/2022
870                , 9:9:43, 12/9/2022
721                , 9:9:59, 12/9/2022
721                , 9:10:3, 12/9/2022
238                , 9:10:46, 12/9/2022
883                , 9:11:8, 12/9/2022
883                , 9:11:10, 12/9/2022
704                , 9:11:32, 12/9/2022
250                , 9:11:47, 12/9/2022
676                , 9:11:53, 12/9/2022
676                , 9:11:55, 12/9/2022
721                , 9:12:8, 12/9/2022
134                , 9:12:22, 12/9/2022
928                , 9:12:27, 12/9/2022
660                , 9:12:32, 12/9/2022
660                , 9:12:34, 12/9/2022
854                , 9:13:40, 12/9/2022
189                , 9:14:57, 12/9/2022
739                , 9:15:15, 12/9/2022
552                , 9:15:32, 12/9/2022
539                , 9:15:50, 12/9/2022
255                , 9:16:15, 12/9/2022
721                , 9:16:26, 12/9/2022
535                , 9:16:33, 12/9/2022
721                , 9:16:39, 12/9/2022
346                , 9:16:57, 12/9/2022
311                , 9:17:8, 12/9/2022
292                , 9:17:16, 12/9/2022
243                , 9:17:37, 12/9/2022
833                , 9:17:56, 12/9/2022
833                , 9:17:58, 12/9/2022
488                , 9:19:0, 12/9/2022
124                , 9:19:8, 12/9/2022
721                , 9:20:14, 12/9/2022
721                , 9:20:18, 12/9/2022
721                , 9:20:28, 12/9/2022
897                , 9:20:37, 12/9/2022
167                , 9:21:21, 12/9/2022
363                , 9:22:22, 12/9/2022
721                , 9:22:36, 12/9/2022
721                , 9:22:38, 12/9/2022
721                , 9:22:58, 12/9/2022
721                , 9:23:30, 12/9/2022
571                , 9:24:10, 12/9/2022
721                , 9:24:21, 12/9/2022
336                , 9:25:15, 12/9/2022
721                , 9:25:42, 12/9/2022
721                , 9:25:53, 12/9/2022
721                , 9:26:40, 12/9/2022
440                , 9:26:45, 12/9/2022
629                , 9:27:1, 12/9/2022
721                , 9:27:9, 12/9/2022
544                , 9:27:41, 12/9/2022
721                , 9:27:56, 12/9/2022
721                , 9:28:1, 12/9/2022
483                , 9:28:33, 12/9/2022
222                , 9:28:50, 12/9/2022
721                , 9:28:56, 12/9/2022
191                , 9:29:23, 12/9/2022
322                , 9:30:46, 12/9/2022
653                , 9:32:49, 12/9/2022
653                , 9:32:51, 12/9/2022
916                , 9:33:9, 12/9/2022
683                , 9:33:46, 12/9/2022
650                , 9:33:51, 12/9/2022
158                , 9:33:56, 12/9/2022
203                , 9:34:2, 12/9/2022
481                , 9:34:8, 12/9/2022
561                , 9:34:10, 12/9/2022
768                , 9:34:13, 12/9/2022
769                , 9:34:17, 12/9/2022
505                , 9:34:30, 12/9/2022
505                , 9:34:32, 12/9/2022
50                , 9:34:43, 12/9/2022
50                , 9:34:45, 12/9/2022
194                , 9:35:18, 12/9/2022
721                , 9:35:43, 12/9/2022
485                , 9:36:35, 12/9/2022
485                , 9:36:37, 12/9/2022
413                , 9:37:19, 12/9/2022
312                , 9:37:23, 12/9/2022
596                , 9:37:30, 12/9/2022
266                , 9:37:49, 12/9/2022
266                , 9:37:51, 12/9/2022
721                , 9:38:3, 12/9/2022
503                , 9:38:27, 12/9/2022
208                , 9:39:3, 12/9/2022
116                , 9:40:23, 12/9/2022
545                , 9:41:37, 12/9/2022
502                , 9:42:12, 12/9/2022
80                , 9:42:42, 12/9/2022
721                , 9:43:24, 12/9/2022
873                , 9:43:55, 12/9/2022
766                , 9:44:59, 12/9/2022
366                , 9:45:9, 12/9/2022
721                , 9:45:22, 12/9/2022
268                , 9:46:1, 12/9/2022
439                , 9:46:39, 12/9/2022
721                , 9:46:57, 12/9/2022
721                , 9:48:7, 12/9/2022
721                , 9:49:36, 12/9/2022
460                , 9:49:42, 12/9/2022
460                , 9:49:44, 12/9/2022
721                , 9:49:46, 12/9/2022
721                , 9:50:3, 12/9/2022
721                , 9:50:8, 12/9/2022
721                , 9:50:13, 12/9/2022
721                , 9:50:41, 12/9/2022
721                , 9:50:46, 12/9/2022
721                , 9:50:47, 12/9/2022
721                , 9:52:11, 12/9/2022
310                , 9:53:26, 12/9/2022
310                , 9:53:28, 12/9/2022
662                , 9:54:10, 12/9/2022
304                , 9:54:22, 12/9/2022
453                , 9:55:15, 12/9/2022
765                , 9:55:48, 12/9/2022
765                , 9:55:50, 12/9/2022
50                , 9:56:23, 12/9/2022
50                , 9:56:26, 12/9/2022
50                , 9:56:30, 12/9/2022
935                , 9:56:47, 12/9/2022
721                , 9:57:35, 12/9/2022
721                , 9:58:20, 12/9/2022
715                , 9:58:48, 12/9/2022
721                , 10:0:38, 12/9/2022
721                , 10:2:49, 12/9/2022
721                , 10:2:59, 12/9/2022
721                , 10:3:7, 12/9/2022
721                , 10:4:5, 12/9/2022
721                , 10:4:10, 12/9/2022
721                , 10:4:14, 12/9/2022
721                , 10:4:18, 12/9/2022
721                , 10:4:23, 12/9/2022
769                , 10:4:30, 12/9/2022
79                , 10:4:40, 12/9/2022
321                , 10:5:44, 12/9/2022
721                , 10:9:31, 12/9/2022
99                , 10:9:43, 12/9/2022
721                , 10:9:50, 12/9/2022
721                , 10:10:1, 12/9/2022
721                , 10:10:5, 12/9/2022
55                , 10:10:19, 12/9/2022
729                , 10:12:40, 12/9/2022
721                , 10:13:50, 12/9/2022
773                , 10:14:2, 12/9/2022
214                , 10:16:47, 12/9/2022
539                , 10:17:0, 12/9/2022
721                , 10:17:10, 12/9/2022
721                , 10:17:15, 12/9/2022
721                , 10:17:18, 12/9/2022
721                , 10:17:22, 12/9/2022
721                , 10:17:40, 12/9/2022
330                , 10:18:18, 12/9/2022
331                , 10:18:31, 12/9/2022
721                , 10:18:33, 12/9/2022
674                , 10:18:48, 12/9/2022
741                , 10:18:53, 12/9/2022
583                , 10:19:4, 12/9/2022
721                , 10:19:34, 12/9/2022
721                , 10:19:40, 12/9/2022
721                , 10:20:9, 12/9/2022
721                , 10:20:12, 12/9/2022
721                , 10:20:14, 12/9/2022
582                , 10:20:44, 12/9/2022
721                , 10:21:35, 12/9/2022
523                , 10:21:55, 12/9/2022
386                , 10:22:35, 12/9/2022
519                , 10:22:58, 12/9/2022
519                , 10:23:2, 12/9/2022
721                , 10:23:26, 12/9/2022
721                , 10:23:29, 12/9/2022
721                , 10:23:31, 12/9/2022
157                , 10:24:37, 12/9/2022
721                , 10:24:40, 12/9/2022
654                , 10:24:48, 12/9/2022
721                , 10:24:53, 12/9/2022
721                , 10:24:55, 12/9/2022
721                , 10:27:25, 12/9/2022
721                , 10:27:28, 12/9/2022
721                , 10:28:32, 12/9/2022
721                , 10:28:37, 12/9/2022
721                , 10:28:40, 12/9/2022
721                , 10:28:45, 12/9/2022
721                , 10:28:50, 12/9/2022
386                , 10:30:16, 12/9/2022
76                , 10:30:40, 12/9/2022
721                , 10:30:43, 12/9/2022
784                , 10:30:57, 12/9/2022
332                , 10:31:19, 12/9/2022
721                , 10:31:53, 12/9/2022
249                , 10:31:58, 12/9/2022
70                , 10:32:18, 12/9/2022
456                , 10:33:15, 12/9/2022
509                , 10:33:27, 12/9/2022
509                , 10:33:29, 12/9/2022
930                , 10:33:51, 12/9/2022
930                , 10:33:53, 12/9/2022
116                , 10:33:56, 12/9/2022
721                , 10:34:57, 12/9/2022
721                , 10:35:2, 12/9/2022
721                , 10:35:10, 12/9/2022
721                , 10:35:13, 12/9/2022
721                , 10:36:2, 12/9/2022
721                , 10:36:4, 12/9/2022
721                , 10:36:5, 12/9/2022
721                , 10:36:7, 12/9/2022
721                , 10:36:8, 12/9/2022
721                , 10:36:9, 12/9/2022
721                , 10:36:11, 12/9/2022
721                , 10:36:12, 12/9/2022
315                , 10:36:28, 12/9/2022
471                , 10:36:45, 12/9/2022
721                , 10:37:27, 12/9/2022
721                , 10:37:32, 12/9/2022
290                , 10:37:42, 12/9/2022
721                , 10:37:53, 12/9/2022
721                , 10:37:56, 12/9/2022
721                , 10:38:51, 12/9/2022
721                , 10:38:53, 12/9/2022
721                , 10:40:39, 12/9/2022
721                , 10:40:42, 12/9/2022
721                , 10:41:14, 12/9/2022
721                , 10:41:16, 12/9/2022
721                , 10:41:17, 12/9/2022
721                , 10:42:29, 12/9/2022
721                , 10:42:34, 12/9/2022
721                , 10:43:7, 12/9/2022
721                , 10:43:13, 12/9/2022
721                , 10:44:2, 12/9/2022
721                , 10:44:21, 12/9/2022
337                , 10:44:47, 12/9/2022
386                , 10:45:2, 12/9/2022
633                , 10:45:14, 12/9/2022
721                , 10:45:19, 12/9/2022
721                , 10:45:33, 12/9/2022
721                , 10:45:36, 12/9/2022
58                , 10:45:44, 12/9/2022
721                , 10:46:32, 12/9/2022
721                , 10:47:5, 12/9/2022
721                , 10:47:7, 12/9/2022
63                , 10:47:17, 12/9/2022
63                , 10:47:18, 12/9/2022
753                , 10:47:54, 12/9/2022
686                , 10:48:20, 12/9/2022
721                , 10:48:31, 12/9/2022
721                , 10:48:33, 12/9/2022
721                , 10:48:49, 12/9/2022
721                , 10:49:34, 12/9/2022
560                , 10:49:44, 12/9/2022
656                , 10:50:0, 12/9/2022
656                , 10:50:2, 12/9/2022
139                , 10:50:6, 12/9/2022
379                , 10:50:41, 12/9/2022
721                , 10:50:43, 12/9/2022
721                , 10:50:47, 12/9/2022
721                , 10:51:3, 12/9/2022
721                , 10:51:5, 12/9/2022
721                , 10:51:7, 12/9/2022
738                , 10:52:6, 12/9/2022
721                , 10:52:17, 12/9/2022
721                , 10:52:53, 12/9/2022
654                , 10:53:46, 12/9/2022
721                , 10:56:14, 12/9/2022
721                , 10:56:20, 12/9/2022
721                , 10:56:23, 12/9/2022
721                , 10:56:31, 12/9/2022
721                , 10:57:44, 12/9/2022
721                , 10:58:29, 12/9/2022
721                , 10:58:38, 12/9/2022
181                , 10:59:6, 12/9/2022
721                , 10:59:28, 12/9/2022
721                , 10:59:34, 12/9/2022
244                , 11:0:50, 12/9/2022
721                , 11:1:10, 12/9/2022
721                , 11:1:14, 12/9/2022
721                , 11:1:29, 12/9/2022
721                , 11:1:48, 12/9/2022
721                , 11:2:14, 12/9/2022
403                , 11:2:32, 12/9/2022
721                , 11:2:51, 12/9/2022
721                , 11:2:54, 12/9/2022
721                , 11:4:7, 12/9/2022
721                , 11:4:10, 12/9/2022
721                , 11:5:3, 12/9/2022
721                , 11:5:47, 12/9/2022
721                , 11:6:53, 12/9/2022
772                , 11:7:13, 12/9/2022
772                , 11:7:25, 12/9/2022
721                , 11:7:36, 12/9/2022
721                , 11:8:14, 12/9/2022
325                , 11:8:52, 12/9/2022
721                , 11:9:10, 12/9/2022
953                , 11:9:21, 12/9/2022
721                , 11:9:39, 12/9/2022
721                , 11:11:2, 12/9/2022
721                , 11:11:33, 12/9/2022
721                , 11:11:57, 12/9/2022
721                , 11:12:3, 12/9/2022
721                , 11:15:32, 12/9/2022
721                , 11:15:33, 12/9/2022
721                , 11:16:14, 12/9/2022
721                , 11:16:26, 12/9/2022
721                , 11:16:39, 12/9/2022
721                , 11:17:7, 12/9/2022
721                , 11:17:11, 12/9/2022
721                , 11:17:14, 12/9/2022
721                , 11:17:17, 12/9/2022
412                , 11:17:39, 12/9/2022
721                , 11:17:57, 12/9/2022
721                , 11:18:50, 12/9/2022
721                , 11:18:52, 12/9/2022
721                , 11:19:59, 12/9/2022
721                , 11:20:48, 12/9/2022
721                , 11:21:25, 12/9/2022
126                , 7:41:30, 12/9/2022
428                , 7:41:38, 12/9/2022
500                , 7:45:21, 12/9/2022
913                , 7:48:12, 12/9/2022
913                , 7:48:18, 12/9/2022
913                , 7:48:20, 12/9/2022
342                , 7:49:11, 12/9/2022
480                , 7:49:56, 12/9/2022
931                , 7:50:4, 12/9/2022
419                , 7:50:10, 12/9/2022
235                , 7:50:16, 12/9/2022
425                , 7:50:31, 12/9/2022
88                , 7:50:38, 12/9/2022
88                , 7:50:40, 12/9/2022
318                , 7:51:19, 12/9/2022
763                , 7:52:3, 12/9/2022
763                , 7:52:5, 12/9/2022
667                , 7:52:38, 12/9/2022
397                , 7:53:51, 12/9/2022
429                , 7:54:0, 12/9/2022
247                , 7:55:24, 12/9/2022
237                , 7:55:55, 12/9/2022
201                , 7:56:30, 12/9/2022
392                , 7:56:47, 12/9/2022
392                , 7:56:49, 12/9/2022
27                , 7:57:30, 12/9/2022
510                , 7:57:44, 12/9/2022
510                , 7:57:46, 12/9/2022
510                , 7:57:48, 12/9/2022
347                , 7:58:33, 12/9/2022
11                , 7:59:28, 12/9/2022
346                , 8:0:21, 12/9/2022
703                , 8:0:51, 12/9/2022
79                , 8:2:31, 12/9/2022
79                , 8:2:33, 12/9/2022
536                , 8:2:58, 12/9/2022
918                , 8:3:26, 12/9/2022
457                , 8:3:46, 12/9/2022
640                , 8:4:29, 12/9/2022
288                , 8:4:39, 12/9/2022
142                , 8:4:47, 12/9/2022
142                , 8:4:49, 12/9/2022
302                , 8:4:53, 12/9/2022
339                , 8:5:34, 12/9/2022
28                , 8:6:7, 12/9/2022
653                , 8:6:15, 12/9/2022
49                , 8:6:55, 12/9/2022
141                , 8:8:3, 12/9/2022
6                , 8:10:11, 12/9/2022
278                , 8:10:51, 12/9/2022
314                , 8:11:39, 12/9/2022
314                , 8:11:41, 12/9/2022
82                , 8:11:46, 12/9/2022
554                , 8:11:50, 12/9/2022
574                , 8:11:58, 12/9/2022
403                , 8:12:4, 12/9/2022
822                , 8:12:8, 12/9/2022
627                , 8:12:16, 12/9/2022
424                , 8:12:25, 12/9/2022
733                , 8:12:32, 12/9/2022
219                , 8:12:37, 12/9/2022
270                , 8:12:42, 12/9/2022
227                , 8:12:49, 12/9/2022
31                , 8:13:16, 12/9/2022
31                , 8:13:18, 12/9/2022
377                , 8:13:21, 12/9/2022
783                , 8:13:28, 12/9/2022
891                , 8:13:33, 12/9/2022
490                , 8:13:39, 12/9/2022
451                , 8:13:43, 12/9/2022
451                , 8:13:45, 12/9/2022
590                , 8:13:52, 12/9/2022
52                , 8:14:0, 12/9/2022
244                , 8:14:6, 12/9/2022
579                , 8:14:10, 12/9/2022
559                , 8:14:13, 12/9/2022
559                , 8:14:21, 12/9/2022
202                , 8:14:26, 12/9/2022
223                , 8:14:31, 12/9/2022
192                , 8:14:37, 12/9/2022
85                , 8:14:43, 12/9/2022
165                , 8:16:21, 12/9/2022
153                , 8:16:43, 12/9/2022
456                , 8:16:53, 12/9/2022
284                , 8:16:59, 12/9/2022
56                , 8:17:5, 12/9/2022
263                , 8:18:2, 12/9/2022
83                , 8:18:12, 12/9/2022
474                , 8:18:29, 12/9/2022
657                , 8:18:33, 12/9/2022
568                , 8:18:40, 12/9/2022
568                , 8:18:42, 12/9/2022
327                , 8:18:47, 12/9/2022
327                , 8:18:49, 12/9/2022
507                , 8:18:59, 12/9/2022
400                , 8:19:4, 12/9/2022
104                , 8:19:16, 12/9/2022
644                , 8:19:23, 12/9/2022
471                , 8:19:41, 12/9/2022
58                , 8:19:51, 12/9/2022
386                , 8:21:32, 12/9/2022
511                , 8:21:44, 12/9/2022
13                , 8:22:36, 12/9/2022
117                , 8:22:41, 12/9/2022
550                , 8:22:49, 12/9/2022
199                , 8:23:2, 12/9/2022
712                , 8:23:6, 12/9/2022
710                , 8:23:10, 12/9/2022
710                , 8:23:14, 12/9/2022
534                , 8:23:23, 12/9/2022
155                , 8:24:23, 12/9/2022
395                , 8:25:8, 12/9/2022
395                , 8:25:10, 12/9/2022
154                , 8:25:22, 12/9/2022
582                , 8:25:37, 12/9/2022
112                , 8:25:50, 12/9/2022
93                , 8:25:55, 12/9/2022
272                , 8:26:1, 12/9/2022
299                , 8:26:6, 12/9/2022
595                , 8:26:10, 12/9/2022
633                , 8:26:17, 12/9/2022
156                , 8:26:32, 12/9/2022
528                , 8:27:18, 12/9/2022
198                , 8:29:25, 12/9/2022
881                , 8:29:35, 12/9/2022
881                , 8:29:37, 12/9/2022
345                , 8:30:21, 12/9/2022
265                , 8:31:20, 12/9/2022
315                , 8:31:55, 12/9/2022
266                , 8:32:1, 12/9/2022
566                , 8:33:8, 12/9/2022
566                , 8:33:10, 12/9/2022
127                , 8:33:16, 12/9/2022
351                , 8:34:24, 12/9/2022
404                , 8:34:48, 12/9/2022
907                , 8:34:53, 12/9/2022
161                , 8:35:8, 12/9/2022
407                , 8:35:13, 12/9/2022
696                , 8:35:16, 12/9/2022
205                , 8:35:22, 12/9/2022
549                , 8:35:39, 12/9/2022
454                , 8:36:44, 12/9/2022
10                , 8:37:20, 12/9/2022
10                , 8:37:22, 12/9/2022
730                , 8:38:0, 12/9/2022
276                , 8:38:6, 12/9/2022
375                , 8:38:54, 12/9/2022
375                , 8:38:56, 12/9/2022
280                , 8:39:27, 12/9/2022
347                , 8:39:46, 12/9/2022
243                , 8:40:10, 12/9/2022
563                , 8:41:51, 12/9/2022
279                , 8:42:7, 12/9/2022
230                , 8:43:5, 12/9/2022
791                , 8:43:22, 12/9/2022
726                , 8:43:36, 12/9/2022
344                , 8:44:18, 12/9/2022
457                , 8:44:24, 12/9/2022
189                , 8:45:2, 12/9/2022
400                , 8:45:6, 12/9/2022
185                , 8:46:44, 12/9/2022
137                , 8:46:51, 12/9/2022
171                , 8:47:1, 12/9/2022
769                , 8:47:18, 12/9/2022
769                , 8:47:19, 12/9/2022
176                , 8:48:19, 12/9/2022
526                , 8:48:24, 12/9/2022
526                , 8:48:30, 12/9/2022
338                , 8:48:59, 12/9/2022
376                , 8:49:7, 12/9/2022
376                , 8:49:9, 12/9/2022
770                , 8:49:17, 12/9/2022
29                , 8:49:29, 12/9/2022
211                , 8:49:33, 12/9/2022
206                , 8:49:37, 12/9/2022
33                , 8:50:7, 12/9/2022
225                , 8:50:40, 12/9/2022
325                , 8:50:50, 12/9/2022
119                , 8:51:1, 12/9/2022
730                , 8:52:36, 12/9/2022
471                , 8:53:36, 12/9/2022
208                , 8:54:12, 12/9/2022
765                , 8:54:23, 12/9/2022
393                , 8:55:13, 12/9/2022
96                , 8:55:33, 12/9/2022
162                , 8:55:46, 12/9/2022
569                , 8:56:34, 12/9/2022
135                , 8:56:40, 12/9/2022
711                , 8:57:12, 12/9/2022
295                , 8:57:28, 12/9/2022
1                , 8:59:18, 12/9/2022
7                , 8:59:49, 12/9/2022
484                , 9:0:7, 12/9/2022
390                , 9:1:38, 12/9/2022
298                , 9:1:51, 12/9/2022
84                , 9:1:55, 12/9/2022
529                , 9:2:10, 12/9/2022
910                , 9:2:14, 12/9/2022
391                , 9:2:21, 12/9/2022
835                , 9:2:25, 12/9/2022
190                , 9:2:32, 12/9/2022
300                , 9:2:50, 12/9/2022
810                , 9:3:8, 12/9/2022
533                , 9:3:14, 12/9/2022
153                , 9:4:11, 12/9/2022
431                , 9:4:22, 12/9/2022
64                , 9:4:27, 12/9/2022
582                , 9:4:33, 12/9/2022
304                , 9:4:52, 12/9/2022
364                , 9:5:8, 12/9/2022
919                , 9:5:18, 12/9/2022
919                , 9:5:20, 12/9/2022
594                , 9:6:4, 12/9/2022
674                , 9:6:13, 12/9/2022
212                , 9:6:31, 12/9/2022
78                , 9:6:57, 12/9/2022
701                , 9:7:30, 12/9/2022
182                , 9:7:52, 12/9/2022
239                , 9:8:5, 12/9/2022
98                , 9:8:10, 12/9/2022
3                , 9:8:35, 12/9/2022
851                , 9:8:38, 12/9/2022
151                , 9:8:57, 12/9/2022
554                , 9:10:23, 12/9/2022
532                , 9:10:31, 12/9/2022
532                , 9:10:32, 12/9/2022
423                , 9:11:34, 12/9/2022
367                , 9:11:39, 12/9/2022
54                , 9:11:43, 12/9/2022
368                , 9:11:54, 12/9/2022
120                , 9:12:14, 12/9/2022
